,Bitcoin Price,Gold Price,Market,Risk Free Rate
2015-05-11,242.86,,2105.33,
2015-05-12,242.03,,2099.12,
2015-05-13,236.32,,2098.48,
2015-05-14,237.46,,2121.1,
2015-05-15,237.82,,2122.73,
2015-05-16,236.73,,,
2015-05-17,237.12,,,
2015-05-18,234.04,,2129.2,
2015-05-19,232.59,,2127.83,
2015-05-20,234.54,,2125.85,
2015-05-21,235.77,,2130.82,
2015-05-22,240.45,,2126.06,
2015-05-23,239.36,,,
2015-05-24,240.82,,,
2015-05-25,237.43,,,
2015-05-26,236.79,,2104.2,
2015-05-27,237.35,,2123.48,
2015-05-28,237.34,,2120.79,
2015-05-29,236.89,,2107.39,
2015-05-30,233.55,,,
2015-05-31,230.21,,,
2015-06-01,223.56,428.5,2111.73,0.02
2015-06-02,225.85,,2109.6,
2015-06-03,225.86,,2114.07,
2015-06-04,224.57,,2095.84,
2015-06-05,224.97,,2092.83,
2015-06-06,225.48,,,
2015-06-07,223.89,,,
2015-06-08,229.1,,2079.28,
2015-06-09,229.18,,2080.15,
2015-06-10,228.73,,2105.2,
2015-06-11,229.69,,2108.86,
2015-06-12,229.47,,2094.11,
2015-06-13,233.47,,,
2015-06-14,233.6,,,
2015-06-15,236.99,,2084.43,
2015-06-16,251.91,,2096.29,
2015-06-17,250.25,,2100.44,
2015-06-18,249.27,,2121.24,
2015-06-19,246.33,,2109.99,
2015-06-20,246.13,,,
2015-06-21,244.66,,,
2015-06-22,247.5,,2122.85,
2015-06-23,244.52,,2124.2,
2015-06-24,240.04,,2108.58,
2015-06-25,242.44,,2102.31,
2015-06-26,243.0,,2101.49,
2015-06-27,251.59,,,
2015-06-28,249.11,,,
2015-06-29,257.54,,2057.64,
2015-06-30,263.82,,2063.11,
2015-07-01,259.02,422.9,2077.42,0.03
2015-07-02,254.85,,2076.78,
2015-07-03,256.95,,,
2015-07-04,260.64,,,
2015-07-05,271.74,,,
2015-07-06,269.94,,2068.76,
2015-07-07,266.18,,2081.34,
2015-07-08,270.97,,2046.68,
2015-07-09,269.75,,2051.31,
2015-07-10,286.67,,2076.62,
2015-07-11,294.23,,,
2015-07-12,312.16,,,
2015-07-13,293.08,,2099.6,
2015-07-14,287.51,,2108.95,
2015-07-15,285.7,,2107.4,
2015-07-16,279.38,,2124.29,
2015-07-17,280.58,,2126.64,
2015-07-18,277.71,,,
2015-07-19,275.61,,,
2015-07-20,280.0,,2128.28,
2015-07-21,277.32,,2119.21,
2015-07-22,277.89,,2114.15,
2015-07-23,277.39,,2102.15,
2015-07-24,289.12,,2079.65,
2015-07-25,289.7,,,
2015-07-26,293.89,,,
2015-07-27,294.21,,2067.64,
2015-07-28,295.76,,2093.25,
2015-07-29,290.19,,2108.57,
2015-07-30,288.49,,2108.63,
2015-07-31,285.19,,2103.84,
2015-08-01,281.53,394.5,,0.07
2015-08-02,282.62,,,
2015-08-03,280.95,,2098.04,
2015-08-04,285.51,,2093.32,
2015-08-05,282.77,,2099.84,
2015-08-06,279.65,,2083.56,
2015-08-07,279.94,,2077.57,
2015-08-08,262.02,,,
2015-08-09,267.63,,,
2015-08-10,265.15,,2104.18,
2015-08-11,271.99,,2084.07,
2015-08-12,266.94,,2086.05,
2015-08-13,264.67,,2083.39,
2015-08-14,266.17,,2091.54,
2015-08-15,262.46,,,
2015-08-16,259.2,,,
2015-08-17,257.31,,2102.44,
2015-08-18,221.99,,2096.92,
2015-08-19,227.34,,2079.61,
2015-08-20,235.56,,2035.73,
2015-08-21,232.85,,1970.89,
2015-08-22,231.15,,,
2015-08-23,229.21,,,
2015-08-24,211.16,,1893.21,
2015-08-25,223.73,,1867.61,
2015-08-26,226.81,,1940.51,
2015-08-27,225.8,,1987.66,
2015-08-28,231.55,,1988.87,
2015-08-29,230.61,,,
2015-08-30,229.39,,,
2015-08-31,230.75,,1972.18,
2015-09-01,228.22,409.0,1913.85,0.02
2015-09-02,229.97,,1948.86,
2015-09-03,227.25,,1951.13,
2015-09-04,231.39,,1921.22,
2015-09-05,236.01,,,
2015-09-06,241.29,,,
2015-09-07,241.31,,,
2015-09-08,244.14,,1969.41,
2015-09-09,238.75,,1942.04,
2015-09-10,238.52,,1952.29,
2015-09-11,240.9,,1961.05,
2015-09-12,236.5,,,
2015-09-13,230.82,,,
2015-09-14,231.01,,1953.03,
2015-09-15,230.6,,1978.09,
2015-09-16,229.73,,1995.31,
2015-09-17,233.34,,1990.2,
2015-09-18,233.78,,1958.03,
2015-09-19,232.88,,,
2015-09-20,232.24,,,
2015-09-21,227.31,,1966.97,
2015-09-22,231.28,,1942.74,
2015-09-23,230.26,,1938.76,
2015-09-24,235.27,,1932.24,
2015-09-25,235.89,,1931.34,
2015-09-26,234.69,,,
2015-09-27,233.58,,,
2015-09-28,239.99,,1881.77,
2015-09-29,236.89,,1884.09,
2015-09-30,237.14,,1920.03,
2015-10-01,238.34,414.2,1923.82,0.02
2015-10-02,238.28,,1951.36,
2015-10-03,239.92,,,
2015-10-04,239.87,,,
2015-10-05,240.95,,1987.05,
2015-10-06,246.64,,1979.92,
2015-10-07,244.0,,1995.83,
2015-10-08,242.94,,2013.43,
2015-10-09,244.35,,2014.89,
2015-10-10,246.07,,,
2015-10-11,249.02,,,
2015-10-12,246.39,,2017.46,
2015-10-13,250.99,,2003.69,
2015-10-14,253.27,,1994.24,
2015-10-15,254.99,,2023.86,
2015-10-16,263.43,,2033.11,
2015-10-17,272.87,,,
2015-10-18,265.0,,,
2015-10-19,265.17,,2033.66,
2015-10-20,271.14,,2030.77,
2015-10-21,268.77,,2018.94,
2015-10-22,275.84,,2052.51,
2015-10-23,278.76,,2075.15,
2015-10-24,284.29,,,
2015-10-25,284.97,,,
2015-10-26,287.1,,2071.18,
2015-10-27,295.61,,2065.89,
2015-10-28,304.09,,2090.35,
2015-10-29,316.08,,2089.41,
2015-10-30,329.11,,2079.36,
2015-10-31,314.85,,,
2015-11-01,329.46,402.6,,0.12
2015-11-02,365.21,,2104.05,
2015-11-03,404.1,,2109.79,
2015-11-04,410.0,,2102.31,
2015-11-05,387.21,,2099.93,
2015-11-06,374.09,,2099.2,
2015-11-07,384.81,,,
2015-11-08,373.83,,,
2015-11-09,379.53,,2078.58,
2015-11-10,337.14,,2081.72,
2015-11-11,313.2,,2075.0,
2015-11-12,336.49,,2045.97,
2015-11-13,338.07,,2023.04,
2015-11-14,334.71,,,
2015-11-15,322.93,,,
2015-11-16,332.89,,2053.19,
2015-11-17,336.49,,2050.44,
2015-11-18,335.49,,2083.58,
2015-11-19,326.41,,2081.24,
2015-11-20,322.39,,2089.17,
2015-11-21,327.0,,,
2015-11-22,323.71,,,
2015-11-23,323.0,,2086.59,
2015-11-24,321.0,,2089.14,
2015-11-25,328.98,,2088.87,
2015-11-26,352.57,,,
2015-11-27,358.19,,2090.11,
2015-11-28,357.24,,,
2015-11-29,372.24,,,
2015-11-30,376.86,,2080.41,
2015-12-01,362.68,384.7,2102.63,0.23
2015-12-02,360.0,,2079.51,
2015-12-03,361.77,,2049.62,
2015-12-04,363.98,,2091.69,
2015-12-05,387.99,,,
2015-12-06,387.55,,,
2015-12-07,394.73,,2077.07,
2015-12-08,418.94,,2063.59,
2015-12-09,418.39,,2047.62,
2015-12-10,415.68,,2052.23,
2015-12-11,452.95,,2012.37,
2015-12-12,436.87,,,
2015-12-13,433.83,,,
2015-12-14,444.01,,2021.94,
2015-12-15,464.27,,2043.41,
2015-12-16,453.97,,2073.07,
2015-12-17,455.5,,2041.89,
2015-12-18,463.17,,2005.55,
2015-12-19,461.29,,,
2015-12-20,442.22,,,
2015-12-21,436.81,,2021.15,
2015-12-22,433.92,,2038.97,
2015-12-23,442.43,,2064.29,
2015-12-24,455.74,,2060.99,
2015-12-25,455.84,,,
2015-12-26,419.41,,,
2015-12-27,424.72,,,
2015-12-28,421.94,,2056.5,
2015-12-29,433.89,,2078.36,
2015-12-30,427.95,,2063.36,
2015-12-31,430.35,,2043.94,
2016-01-01,435.66,395.0,,0.26
2016-01-02,435.4,,,
2016-01-03,431.91,,,
2016-01-04,433.85,,2012.66,
2016-01-05,433.34,,2016.71,
2016-01-06,430.87,,1990.26,
2016-01-07,459.07,,1943.09,
2016-01-08,454.44,,1922.03,
2016-01-09,450.38,,,
2016-01-10,449.99,,,
2016-01-11,449.19,,1923.67,
2016-01-12,434.01,,1938.68,
2016-01-13,432.77,,1890.28,
2016-01-14,430.03,,1921.84,
2016-01-15,357.53,,1880.33,
2016-01-16,388.7,,,
2016-01-17,378.46,,,
2016-01-18,384.89,,,
2016-01-19,375.27,,1881.33,
2016-01-20,418.54,,1859.33,
2016-01-21,409.38,,1868.99,
2016-01-22,382.9,,1906.9,
2016-01-23,387.5,,,
2016-01-24,403.05,,,
2016-01-25,391.4,,1877.08,
2016-01-26,391.54,,1903.63,
2016-01-27,394.79,,1882.95,
2016-01-28,379.61,,1893.36,
2016-01-29,378.68,,1940.24,
2016-01-30,378.46,,,
2016-01-31,367.95,,,
2016-02-01,371.33,412.4,1939.38,0.31
2016-02-02,372.93,,1903.03,
2016-02-03,368.87,,1912.53,
2016-02-04,387.99,,1915.45,
2016-02-05,384.5,,1880.05,
2016-02-06,375.44,,,
2016-02-07,377.49,,,
2016-02-08,371.14,,1853.44,
2016-02-09,372.68,,1852.21,
2016-02-10,378.44,,1851.86,
2016-02-11,378.23,,1829.08,
2016-02-12,382.05,,1864.78,
2016-02-13,391.0,,,
2016-02-14,406.59,,,
2016-02-15,398.95,,,
2016-02-16,407.42,,1895.58,
2016-02-17,415.2,,1926.82,
2016-02-18,421.19,,1917.83,
2016-02-19,420.72,,1917.78,
2016-02-20,437.46,,,
2016-02-21,438.56,,,
2016-02-22,437.55,,1945.5,
2016-02-23,419.97,,1921.27,
2016-02-24,423.94,,1929.8,
2016-02-25,423.54,,1951.7,
2016-02-26,430.85,,1948.05,
2016-02-27,433.12,,,
2016-02-28,433.73,,,
2016-02-29,436.44,,1932.23,
2016-03-01,433.08,451.2,1978.35,0.29
2016-03-02,420.39,,1986.45,
2016-03-03,418.8,,1993.4,
2016-03-04,407.35,,1999.99,
2016-03-05,396.08,,,
2016-03-06,403.24,,,
2016-03-07,412.21,,2001.76,
2016-03-08,411.18,,1979.26,
2016-03-09,412.8,,1989.26,
2016-03-10,415.98,,1989.57,
2016-03-11,419.39,,2022.19,
2016-03-12,410.58,,,
2016-03-13,412.52,,,
2016-03-14,415.02,,2019.64,
2016-03-15,415.41,,2015.93,
2016-03-16,416.07,,2027.22,
2016-03-17,418.41,,2040.59,
2016-03-18,409.65,,2049.58,
2016-03-19,410.2,,,
2016-03-20,411.27,,,
2016-03-21,412.0,,2051.6,
2016-03-22,416.66,,2049.8,
2016-03-23,417.53,,2036.71,
2016-03-24,412.95,,2035.94,
2016-03-25,416.41,,,
2016-03-26,416.97,,,
2016-03-27,425.3,,,
2016-03-28,423.0,,2037.05,
2016-03-29,416.39,,2055.01,
2016-03-30,412.79,,2063.95,
2016-03-31,416.03,,2059.74,
2016-04-01,417.68,445.4,2072.78,0.23
2016-04-02,419.95,,,
2016-04-03,420.16,,,
2016-04-04,419.47,,2066.13,
2016-04-05,422.36,,2045.17,
2016-04-06,421.46,,2066.66,
2016-04-07,421.99,,2041.91,
2016-04-08,419.48,,2047.6,
2016-04-09,419.46,,,
2016-04-10,423.4,,,
2016-04-11,423.94,,2041.99,
2016-04-12,427.8,,2061.72,
2016-04-13,425.58,,2082.42,
2016-04-14,426.32,,2082.78,
2016-04-15,430.93,,2080.73,
2016-04-16,433.39,,,
2016-04-17,431.0,,,
2016-04-18,430.97,,2094.34,
2016-04-19,437.06,,2100.8,
2016-04-20,442.96,,2102.4,
